id,gold_label,gpt_result,gpt_result_mapped
2423,white_grievance,E:,stereotypical
2424,white_grievance,E:,stereotypical
2425,white_grievance,E:,stereotypical
2426,white_grievance,E:,stereotypical
2427,incitement,E:,stereotypical
2428,stereotypical,E:,stereotypical
2429,stereotypical,E:,stereotypical
2430,stereotypical,E:,stereotypical
2431,incitement,E:,stereotypical
2432,stereotypical,C:,inferiority
2433,incitement,E:,stereotypical
2434,white_grievance,E:,stereotypical
2435,white_grievance,E:,stereotypical
2436,inferiority,E:,stereotypical
2437,white_grievance,C:,inferiority
2438,stereotypical,E:,stereotypical
2439,stereotypical,E:,stereotypical
2440,incitement,F:,threatening
2441,stereotypical,E:,stereotypical
2442,incitement,A:,white_grievance
2443,white_grievance,C:,inferiority
2444,irony,C:,inferiority
2445,stereotypical,E:,stereotypical
2446,white_grievance,E:,stereotypical
2447,irony,B:,incitement
2448,inferiority,E:,stereotypical
2449,white_grievance,E:,stereotypical
2450,white_grievance,B:,incitement
2451,stereotypical,E:,stereotypical
2452,stereotypical,E:,stereotypical
2453,incitement,C:,inferiority
2454,stereotypical,E:,stereotypical
2455,stereotypical,E:,stereotypical
2456,stereotypical,E:,stereotypical
2457,white_grievance,E:,stereotypical
2458,white_grievance,E:,stereotypical
2459,stereotypical,B:,incitement
2460,stereotypical,C:,inferiority
2461,irony,E:,stereotypical
2462,stereotypical,B:,incitement
2463,incitement,E:,stereotypical
2464,incitement,E:,stereotypical
2465,white_grievance,A:,white_grievance
2466,stereotypical,E:,stereotypical
2467,inferiority,E:,stereotypical
2468,stereotypical,E:,stereotypical
2469,incitement,B:,incitement
2470,irony,E:,stereotypical
2471,stereotypical,B:,incitement
2472,stereotypical,E:,stereotypical
2473,incitement,B:,incitement
2474,stereotypical,E:,stereotypical
2475,white_grievance,E:,stereotypical
2476,incitement,A:,white_grievance
2477,white_grievance,A:,white_grievance
2478,white_grievance,A:,white_grievance
2479,white_grievance,E:,stereotypical
2480,white_grievance,E:,stereotypical
2481,stereotypical,E:,stereotypical
2482,incitement,E:,stereotypical
2483,stereotypical,E:,stereotypical
2484,incitement,A:,white_grievance
2485,inferiority,C:,inferiority
2486,white_grievance,E:,stereotypical
2487,white_grievance,E:,stereotypical
2488,white_grievance,A:,white_grievance
2489,inferiority,E:,stereotypical
2490,incitement,E:,stereotypical
2491,incitement,E:,stereotypical
2492,stereotypical,E:,stereotypical
2493,incitement,E:,stereotypical
2494,inferiority,C:,inferiority
2495,white_grievance,A:,white_grievance
2496,white_grievance,B:,incitement
2497,stereotypical,E:,stereotypical
2498,inferiority,E:,stereotypical
2499,inferiority,E:,stereotypical
2500,white_grievance,B:,incitement
2501,irony,E:,stereotypical
2502,stereotypical,C:,inferiority
2503,white_grievance,A:,white_grievance
2504,incitement,C:,inferiority
2505,white_grievance,E:,stereotypical
2506,incitement,A:,white_grievance
2507,incitement,E:,stereotypical
2508,stereotypical,B:,incitement
2509,stereotypical,E:,stereotypical
2510,stereotypical,E:,stereotypical
2511,incitement,E:,stereotypical
2512,white_grievance,E:,stereotypical
2513,irony,E:,stereotypical
2514,white_grievance,C:,inferiority
2515,stereotypical,F:,threatening
2516,white_grievance,E:,stereotypical
2517,white_grievance,E:,stereotypical
2518,threatening,B:,incitement
2519,incitement,E:,stereotypical
2520,inferiority,E:,stereotypical
2521,stereotypical,E:,stereotypical
2522,incitement,E:,stereotypical
2523,incitement,E:,stereotypical
2524,white_grievance,E:,stereotypical
2525,white_grievance,E:,stereotypical
2526,irony,E:,stereotypical
2527,white_grievance,B:,incitement
2528,white_grievance,E:,stereotypical
2529,incitement,E:,stereotypical
2530,stereotypical,C:,inferiority
2531,white_grievance,E:,stereotypical
2532,white_grievance,E:,stereotypical
2533,stereotypical,E:,stereotypical
2534,white_grievance,B:,incitement
2535,irony,E:,stereotypical
2536,white_grievance,E:,stereotypical
2537,white_grievance,E:,stereotypical
2538,stereotypical,E:,stereotypical
2539,white_grievance,E:,stereotypical
2540,white_grievance,E:,stereotypical
2541,incitement,E:,stereotypical
2542,white_grievance,E:,stereotypical
2543,white_grievance,E:,stereotypical
2544,white_grievance,E:,stereotypical
2545,irony,E:,stereotypical
2546,incitement,A:,white_grievance
2547,incitement,E:,stereotypical
2548,white_grievance,E:,stereotypical
2549,incitement,A:,white_grievance
2550,incitement,A:,white_grievance
2551,white_grievance,E:,stereotypical
2552,incitement,A:,white_grievance
2553,incitement,E:,stereotypical
2554,white_grievance,E:,stereotypical
2555,stereotypical,E:,stereotypical
2556,irony,E:,stereotypical
2557,white_grievance,A:,white_grievance
2558,incitement,B:,incitement
2559,stereotypical,C:,inferiority
2560,stereotypical,B:,incitement
2561,incitement,E:,stereotypical
2562,incitement,E:,stereotypical
2563,incitement,E:,stereotypical
2564,white_grievance,C:,inferiority
2565,stereotypical,E:,stereotypical
2566,inferiority,E:,stereotypical
2567,inferiority,E:,stereotypical
2568,white_grievance,E:,stereotypical
2569,incitement,A:,white_grievance
2570,incitement,B:,incitement
2571,white_grievance,C:,inferiority
2572,incitement,B:,incitement
2573,incitement,E:,stereotypical
2574,incitement,E:,stereotypical
2575,incitement,B:,incitement
2576,incitement,E:,stereotypical
2577,incitement,E:,stereotypical
2578,stereotypical,C:,inferiority
2579,stereotypical,E:,stereotypical
2580,stereotypical,E:,stereotypical
2581,white_grievance,B:,incitement
2582,incitement,E:,stereotypical
2583,white_grievance,E:,stereotypical
2584,irony,E:,stereotypical
2585,stereotypical,C:,inferiority
2586,stereotypical,B:,incitement
2587,incitement,E:,stereotypical
2588,white_grievance,E:,stereotypical
2589,incitement,E:,stereotypical
2590,white_grievance,E:,stereotypical
2591,stereotypical,E:,stereotypical
2592,white_grievance,E:,stereotypical
2593,incitement,C:,inferiority
2594,stereotypical,E:,stereotypical
2595,stereotypical,E:,stereotypical
2596,inferiority,C:,inferiority
2597,incitement,B:,incitement
2598,stereotypical,E:,stereotypical
2599,irony,E:,stereotypical
2600,incitement,E:,stereotypical
2601,incitement,E:,stereotypical
2602,white_grievance,E:,stereotypical
2603,white_grievance,E:,stereotypical
2604,white_grievance,E:,stereotypical
2605,white_grievance,E:,stereotypical
2606,white_grievance,C:,inferiority
2607,stereotypical,E:,stereotypical
2608,stereotypical,F:,threatening
2609,incitement,E:,stereotypical
2610,inferiority,E:,stereotypical
2611,stereotypical,E:,stereotypical
2612,white_grievance,E:,stereotypical
2613,white_grievance,B:,incitement
2614,incitement,A:,white_grievance
2615,white_grievance,C:,inferiority
2616,white_grievance,E:,stereotypical
2617,incitement,E:,stereotypical
2618,incitement,E:,stereotypical
2619,incitement,A:,white_grievance
2620,incitement,F:,threatening
2621,stereotypical,E:,stereotypical
2622,stereotypical,E:,stereotypical
2623,incitement,E:,stereotypical
2624,white_grievance,A:,white_grievance
2625,incitement,E:,stereotypical
2626,stereotypical,E:,stereotypical
2627,incitement,A:,white_grievance
2628,white_grievance,E:,stereotypical
2629,white_grievance,E:,stereotypical
2630,white_grievance,E:,stereotypical
2631,white_grievance,A:,white_grievance
2632,stereotypical,E:,stereotypical
2633,white_grievance,A:,white_grievance
2634,white_grievance,C:,inferiority
2635,white_grievance,B:,incitement
2636,white_grievance,E:,stereotypical
2637,white_grievance,E:,stereotypical
2638,stereotypical,F:,threatening
2639,white_grievance,E:,stereotypical
2640,stereotypical,E:,stereotypical
2641,white_grievance,A:,white_grievance
2642,white_grievance,E:,stereotypical
2643,incitement,E:,stereotypical
2644,incitement,E:,stereotypical
2645,white_grievance,A:,white_grievance
2646,white_grievance,F:,threatening
2647,white_grievance,C:,inferiority
2648,white_grievance,E:,stereotypical
2649,incitement,E:,stereotypical
2650,stereotypical,E:,stereotypical
2651,white_grievance,E:,stereotypical
2652,stereotypical,E:,stereotypical
2653,white_grievance,B:,incitement
2654,white_grievance,E:,stereotypical
2655,incitement,B:,incitement
2656,threatening,B:,incitement
2657,white_grievance,E:,stereotypical
2658,stereotypical,E:,stereotypical
2659,incitement,B:,incitement
2660,inferiority,E:,stereotypical
2661,stereotypical,E:,stereotypical
2662,white_grievance,E:,stereotypical
2663,incitement,A:,white_grievance
2664,white_grievance,E:,stereotypical
2665,white_grievance,E:,stereotypical
2666,incitement,E:,stereotypical
2667,inferiority,E:,stereotypical
2668,stereotypical,E:,stereotypical
2669,stereotypical,E:,stereotypical
2670,white_grievance,E:,stereotypical
2671,stereotypical,E:,stereotypical
2672,stereotypical,E:,stereotypical
2673,white_grievance,E:,stereotypical
2674,incitement,B:,incitement
2675,incitement,B:,incitement
2676,stereotypical,E:,stereotypical
2677,inferiority,F:,threatening
2678,incitement,E:,stereotypical
2679,white_grievance,E:,stereotypical
2680,white_grievance,E:,stereotypical
2681,white_grievance,B:,incitement
2682,white_grievance,E:,stereotypical
2683,stereotypical,E:,stereotypical
2684,stereotypical,E:,stereotypical
2685,incitement,A:,white_grievance
2686,white_grievance,E:,stereotypical
2687,white_grievance,E:,stereotypical
2688,white_grievance,E:,stereotypical
2689,white_grievance,E:,stereotypical
2690,white_grievance,A:,white_grievance
2691,incitement,F:,threatening
2692,incitement,E:,stereotypical
2693,white_grievance,E:,stereotypical
2694,white_grievance,E:,stereotypical
2695,incitement,B:,incitement
2696,irony,E:,stereotypical
2697,incitement,E:,stereotypical
2698,white_grievance,E:,stereotypical
2699,stereotypical,E:,stereotypical
2700,white_grievance,A:,white_grievance
2701,white_grievance,E:,stereotypical
2702,white_grievance,E:,stereotypical
2703,inferiority,C:,inferiority
2704,inferiority,A:,white_grievance
2705,white_grievance,A:,white_grievance
2706,white_grievance,E:,stereotypical
2707,white_grievance,E:,stereotypical
2708,stereotypical,C:,inferiority
2709,stereotypical,E:,stereotypical
2710,incitement,B:,incitement
2711,incitement,E:,stereotypical
2712,inferiority,E:,stereotypical
2713,incitement,E:,stereotypical
2714,inferiority,E:,stereotypical
2715,white_grievance,F:,threatening
2716,stereotypical,E:,stereotypical
2717,incitement,A:,white_grievance
2718,white_grievance,A:,white_grievance
2719,white_grievance,E:,stereotypical
2720,white_grievance,E:,stereotypical
2721,white_grievance,E:,stereotypical
2722,white_grievance,C:,inferiority
2723,white_grievance,A:,white_grievance
2724,white_grievance,A:,white_grievance
2725,incitement,A:,white_grievance
2726,white_grievance,B:,incitement
2727,white_grievance,E:,stereotypical
2728,white_grievance,E:,stereotypical
2729,stereotypical,E:,stereotypical
2730,incitement,E:,stereotypical
2731,incitement,A:,white_grievance
2732,incitement,A:,white_grievance
2733,white_grievance,E:,stereotypical
2734,white_grievance,E:,stereotypical
2735,incitement,B:,incitement
2736,inferiority,E:,stereotypical
2737,incitement,A:,white_grievance
2738,white_grievance,C:,inferiority
2739,white_grievance,E:,stereotypical
2740,incitement,E:,stereotypical
2741,white_grievance,E:,stereotypical
2742,white_grievance,B:,incitement
2743,incitement,B:,incitement
2744,white_grievance,B:,incitement
2745,white_grievance,F:,threatening
2746,white_grievance,E:,stereotypical
2747,white_grievance,B:,incitement
2748,white_grievance,E:,stereotypical
2749,irony,E:,stereotypical
2750,white_grievance,E:,stereotypical
2751,white_grievance,C:,inferiority
2752,inferiority,E:,stereotypical
2753,white_grievance,E:,stereotypical
2754,stereotypical,E:,stereotypical
2755,white_grievance,E:,stereotypical
2756,irony,C:,inferiority
2757,irony,E:,stereotypical
2758,white_grievance,E:,stereotypical
2759,incitement,B:,incitement
2760,incitement,E:,stereotypical
2761,incitement,E:,stereotypical
2762,white_grievance,C:,inferiority
2763,white_grievance,F:,threatening
2764,stereotypical,E:,stereotypical
2765,incitement,E:,stereotypical
2766,stereotypical,E:,stereotypical
2767,white_grievance,E:,stereotypical
2768,white_grievance,F:,threatening
2769,incitement,E:,stereotypical
2770,incitement,E:,stereotypical
2771,incitement,E:,stereotypical
2772,white_grievance,E:,stereotypical
2773,white_grievance,E:,stereotypical
2774,incitement,E:,stereotypical
2775,white_grievance,E:,stereotypical
2776,incitement,B:,incitement
2777,white_grievance,E:,stereotypical
2778,white_grievance,A:,white_grievance
2779,white_grievance,A:,white_grievance
2780,white_grievance,A:,white_grievance
2781,stereotypical,E:,stereotypical
2782,incitement,E:,stereotypical
2783,stereotypical,E:,stereotypical
2784,incitement,B:,incitement
2785,incitement,B:,incitement
2786,stereotypical,C:,inferiority
2787,white_grievance,E:,stereotypical
2788,white_grievance,E:,stereotypical
2789,stereotypical,E:,stereotypical
2790,incitement,A:,white_grievance
2791,incitement,B:,incitement
2792,incitement,E:,stereotypical
2793,incitement,E:,stereotypical
2794,stereotypical,E:,stereotypical
2795,white_grievance,A:,white_grievance
2796,incitement,C:,inferiority
2797,stereotypical,A:,white_grievance
2798,stereotypical,E:,stereotypical
2799,white_grievance,E:,stereotypical
2800,stereotypical,E:,stereotypical
2801,incitement,E:,stereotypical
2802,white_grievance,E:,stereotypical
2803,incitement,E:,stereotypical
2804,stereotypical,E:,stereotypical
2805,stereotypical,E:,stereotypical
2806,incitement,B:,incitement
2807,incitement,A:,white_grievance
2808,incitement,A:,white_grievance
2809,stereotypical,F:,threatening
2810,incitement,B:,incitement
2811,incitement,E:,stereotypical
2812,white_grievance,E:,stereotypical
2813,incitement,E:,stereotypical
2814,irony,E:,stereotypical
2815,stereotypical,E:,stereotypical
2816,stereotypical,E:,stereotypical
2817,white_grievance,F:,threatening
2818,incitement,E:,stereotypical
2819,stereotypical,B:,incitement
2820,incitement,B:,incitement
2821,incitement,F:,threatening
2822,incitement,E:,stereotypical
2823,incitement,B:,incitement
2824,incitement,B:,incitement
2825,incitement,B:,incitement
2826,white_grievance,E:,stereotypical
2827,incitement,A:,white_grievance
2828,white_grievance,E:,stereotypical
2829,inferiority,E:,stereotypical
2830,stereotypical,E:,stereotypical
2831,white_grievance,E:,stereotypical
2832,white_grievance,B:,incitement
2833,white_grievance,E:,stereotypical
2834,incitement,B:,incitement
2835,incitement,C:,inferiority
2836,stereotypical,E:,stereotypical
2837,white_grievance,E:,stereotypical
2838,white_grievance,B:,incitement
2839,incitement,B:,incitement
2840,incitement,E:,stereotypical
2841,incitement,E:,stereotypical
2842,white_grievance,B:,incitement
2843,stereotypical,F:,threatening
2844,white_grievance,A:,white_grievance
2845,incitement,E:,stereotypical
2846,incitement,B:,incitement
2847,incitement,A:,white_grievance
2848,white_grievance,E:,stereotypical
2849,incitement,B:,incitement
2850,incitement,E:,stereotypical
2851,white_grievance,E:,stereotypical
2852,white_grievance,E:,stereotypical
2853,incitement,B:,incitement
2854,incitement,C:,inferiority
2855,stereotypical,E:,stereotypical
2856,stereotypical,E:,stereotypical
2857,stereotypical,F:,threatening
2858,white_grievance,E:,stereotypical
2859,incitement,A:,white_grievance
2860,irony,E:,stereotypical
2861,stereotypical,F:,threatening
2862,incitement,B:,incitement
2863,white_grievance,C:,inferiority
2864,incitement,B:,incitement
2865,incitement,B:,incitement
2866,stereotypical,B:,incitement
2867,incitement,E:,stereotypical
2868,incitement,B:,incitement
2869,white_grievance,A:,white_grievance
2870,white_grievance,E:,stereotypical
2871,incitement,A:,white_grievance
2872,incitement,A:,white_grievance
2873,white_grievance,E:,stereotypical
2874,threatening,E:,stereotypical
2875,stereotypical,E:,stereotypical
2876,white_grievance,E:,stereotypical
2877,incitement,E:,stereotypical
